Ticker,SharesOut,ZacksSector,Beta,Price,Name
NMM,10.98,Transportation,1.85,18.62,Navios Maritime Partners LP
NMR,3324.79,Finance,1.43,5.16,Nomura Holdings Inc ADR
NMRK,179.92,Finance,1.44,13.455,"Newmark Group, Inc."
NMT,9.32,Finance,0.14,14.22,Nuveen Massachusetts Quality Municipal Income Fund
NMTLF,95.43,Basic Materials,4.64,0.04,Pacific North West Capital Corp.
NMXS,23.78,Computer and Technology,-0.74,0.0567,Net Medical Xpress Solutions Inc.
NMY,23.1,Finance,0.08,13.45,Nuveen Maryland Quality Municipal Income Fund
NNA,16.1,Transportation,2.47,8.5,Navios Maritime Acquisition Corporation
NNBR,42.33,Industrial Products,1.82,9.25,"NN, Inc."
NNCHY,147,Basic Materials,0.48,39.59,"Nissan Chemical Industries, Ltd."
NNDM,4.15,Computer and Technology,1.84,2.53,Nano Dimension Ltd.
NNGRY,668,Finance,0.98,18.91,NN Group NV Unsponsored ADR
NNI,39.69,Finance,0.36,58.24,"Nelnet, Inc."
NNN,171.64,Finance,0.05,53.62,National Retail Properties
NNUTU,0.01,Consumer Staples,-1855.54,3898,Royal Hawaiian Orchards LP
NNVC,3.85,Medical,1.05,2.51,"NanoViricides, Inc."
NNY,15.22,Finance,-0.04,10.48,"Nuveen New York Municipal Value Fund, Inc."
NOA,27.47,Construction,0.58,12.12,North American Construction Group Ltd.
NOAH,61.26,Finance,1.88,35.37,Noah Holdings Ltd.
NOBGY,132.7,Conglomerates,2,0.57,Noble Group Ltd.
NOBH,3.66,Construction,0.28,24,Nobility Homes Inc.
NOC,168.53,Aerospace,0.76,343.97,Northrop Grumman Corporation
NODB,2.57,Finance,0.04,79.5,North Dallas Bank & Trust Co.
NODK,22.09,Finance,0.05,17.2,"NI Holdings, Inc."
NOG,405.79,Oils-Energy,1.86,2.34,"Northern Oil and Gas, Inc."
NOK,5603.28,Computer and Technology,0.24,3.71,Nokia Corporation
NOM,2.34,Finance,0.08,14.26,Nuveen Missouri Quality Municipal Income Fund
NOMD,194.45,Consumer Staples,1.03,22.37,Nomad Foods Limited
NOV,385.83,Oils-Energy,1.36,25.05,"National Oilwell Varco, Inc."
NOVA,83.98,Oils-Energy,,11.16,Sunnova Energy International Inc.
NOVC,112.36,Finance,0.9,0.052,Novation Cos.
NOVN,26.72,Medical,2.05,3.16,Novan Inc.
NOVT,35.07,Computer and Technology,1.48,88.44,Novanta Inc.
NOW,187.5,Computer and Technology,1.33,282.32,"ServiceNow, Inc."
NP,16.82,Basic Materials,1.31,70.43,"Neenah Paper, Inc."
NPCPF,320.71,Construction,1.47,38.94,"Nippon Paint Holdings Co., Ltd."
NPHC,4020.25,Medical,5.75,0.0005,Nutra Pharma Corp.
NPK,6.99,Conglomerates,0.34,88.39,"National Presto Industries, Inc."
NPNYY,843.53,Transportation,1.34,3.49,Nippon Yusen Kabushiki Kaisha
NPO,20.78,Industrial Products,1.79,66.88,EnPro Industries
NPSCY,920.42,Basic Materials,1.23,15.43,Nippon Steel & Sumitomo Metal Corp.
NPSKY,256.07,Industrial Products,1.77,18.87,NSK Ltd.
NPSNY,2193.28,Consumer Discretionary,1.24,32.56,Naspers Ltd.
NPTN,48.24,Computer and Technology,1.74,8.82,NeoPhotonics Corporation
NPV,17.88,Finance,0,14.6,Nuveen Virginia Quality Municipal Income Fund
NQP,37.38,Finance,0.06,14.15,Nuveen Pennsylvania Quality Municipal Income Fund
NR,89.71,Oils-Energy,1.54,6.27,"Newpark Resources, Inc."
NRBO,0.59,Medical,2.81,,Gemphire Therapeutics Inc.
NRC,24.92,Business Services,0.78,65.94,National Research Corporation
NRDBY,4049.9,Finance,0.91,8.12,Nordea Bank AB
NRG,251.59,Utilities,0.74,39.75,"NRG Energy, Inc."
NRIFF,11.4,Medical,1.38,0.34,Nuvo Research Inc.
NRILY,694.06,Business Services,0.54,21.2125,NOMURA RESH LTD
NRIM,6.54,Finance,0.78,38.3,Northrim BanCorp Inc
NROM,22.22,Retail-Wholesale,0.64,0.49,Noble Roman's Inc.
NRP,12.26,Oils-Energy,-0.14,20.11,Natural Resource Partners LP
NRT,9.19,Oils-Energy,0.46,5.91,North European Oil Royality Trust
NRZ,415.52,Finance,1.08,16.11,New Residential Investment Corp.
NS,107.79,Oils-Energy,1.56,25.85,NuStar Energy L.P.
NSA,59.33,Finance,0.29,33.62,National Storage Affiliates Trust
NSANY,1956.55,Auto-Tires-Trucks,0.93,11.565,Nissan Motor Co.
NSAV,5643.64,Computer and Technology,0.57,0.0001,Net Savings Link Inc.
NSC,260.75,Transportation,1.37,194.13,Norfolk Southern Corporation
NSCO,49.03,Industrial Products,0.09,4.11,Capitol Investment Corp. IV
NSEC,2.53,Finance,0,15.3,"National Security Group, Inc."
NSFDF,68.57,Oils-Energy,1.34,0.46,NXT Energy Solutions Inc.
NSIT,35.26,Retail-Wholesale,1.24,70.29,"Insight Enterprises, Inc."
NSP,40,Business Services,0.95,86.04,"Insperity, Inc."
NSPR,3.63,Medical,2.03,1.08,"InspireMD, Inc."
NSPX,6,Medical,0.27,0.0051,"Inspyr Therapeutics, Inc."
NSRCF,507.42,Basic Materials,1.76,0.0366,Energizer Resources Inc.
NSRGY,3060,Consumer Staples,0.4,108.26,Nestle SA
NSSC,18.48,Industrial Products,0.54,29.39,"NAPCO Security Technologies, Inc."
NSTG,35.74,Medical,1.15,27.82,"NanoString Technologies, Inc."
NSTRY,47.05,Oils-Energy,1.66,0.4,NOSTRUM OIL&GAS
NSYS,2.66,Computer and Technology,1.2,4.87,Nortech Systems Incorporated
NTAP,228.23,Computer and Technology,1.58,62.25,"NetApp, Inc."
NTB,54.69,Finance,1.88,37.02,Bank of N.T. Butterfield & Son Limited (The)
NTCT,74.84,Computer and Technology,1.39,24.07,"NetScout Systems, Inc."
NTCXF,90.91,Oils-Energy,7.07,0.003,NATCORE TECHNLG
NTDOY,953,Consumer Discretionary,0.92,49.9,Nintendo Co.
NTDTY,1402.5,Business Services,1.49,13.67,Ntt Data Corporation
NTEC,32.83,Medical,-0.13,0.5,Intec Pharma Ltd.
NTES,127.96,Computer and Technology,0.79,306.64,"NetEase, Inc."
NTFY,0.07,Computer and Technology,3.01,5,Notify Technology Corp.
NTGN,28.34,Medical,1.34,1.18,"Neon Therapeutics, Inc."
NTGR,30.15,Computer and Technology,1.58,24.51,"NETGEAR, Inc."
NTIC,9.09,Basic Materials,0.97,14.06,Northern Technologies International Corporation
NTIOF,334.2,Finance,1.27,55.2917,National Bank of Canada
NTIP,24.14,Computer and Technology,0.52,2.18,"Network-1 Technologies, Inc."
NTLA,48.88,Medical,2.78,14.67,"Intellia Therapeutics, Inc."
NTN,2.9,Consumer Discretionary,0.66,2.2,"NTN Buzztime, Inc."
NTNX,192.25,Computer and Technology,1.38,31.26,Nutanix Inc.
NTP,38.24,Finance,0.13,8.61,Nam Tai Property Inc.
NTR,572.9,Basic Materials,0.9,47.91,Nutrien Ltd.
NTRA,77.53,Medical,1.36,33.69,"Natera, Inc."
NTRP,13.07,Medical,1.98,0.9822,"Neurotrope, Inc."
NTRS,211.88,Finance,1.22,106.24,Northern Trust Corporation
NTTYY,1880.49,Utilities,0.12,50.5,Nippon Telegraph and Telephone Corporation
NTUS,34.09,Medical,0.69,32.99,Natus Medical Incorporated
NTWK,11.73,Computer and Technology,0.48,4,NetSol Technologies Inc.
NTX,9.96,Finance,0.07,14.33,Nuveen Texas Quality Municipal Income Fund
NTZ,10.97,Consumer Discretionary,0.78,1.7,"Natuzzi, S.p.A."
NUAN,284.17,Computer and Technology,0.95,17.83,"Nuance Communications, Inc."
NUE,303.21,Basic Materials,1.64,56.28,Nucor Corporation
NUGN,49.49,Consumer Staples,0.3,0.0011,"Nugene International, Inc."
NUM,20.23,Finance,0.02,14.14,Nuveen Michigan Quality Municipal Income Fund
NUO,18.32,Finance,0.05,15.425,Nuveen Ohio Quality Municipal Income Fund
NURO,0.98,Medical,0.81,4.3,"NeuroMetrix, Inc."
NUS,55.55,Consumer Staples,0.77,40.98,"Nu Skin Enterprises, Inc."
NUUU,3297.3,Consumer Staples,-1.34,0.0002,"Rejuvel Bio-Sciences, Inc."
NUV,206.88,Finance,0.02,10.7,"Nuveen Municipal Value Fund, Inc."
NUVA,52.05,Medical,1.19,77.34,"NuVasive, Inc."
NUVM,95.96,Consumer Staples,4.75,0.0076,NuVim Inc.
NUVR,5.19,Computer and Technology,0.19,19,"NUVERA COMMUNICATIONS, INC."
NUZE,13.6,Consumer Staples,,,"Nuzee, Inc."
NVAX,26.58,Medical,1.93,3.98,"Novavax, Inc."
NVCN,7.48,Medical,1.67,5.41,Neovasc Inc.
NVCR,98.97,Medical,2.37,84.27,NovoCure Limited
NVDA,612,Computer and Technology,2.04,235.3,NVIDIA Corporation
NVEC,4.85,Computer and Technology,1.37,71.4,NVE Corporation
NVEE,12.82,Business Services,1.22,50.45,"NV5 Global, Inc."
NVFY,5.57,Consumer Discretionary,2.3,1.85,"Nova Lifestyle, Inc"
NVGS,55.83,Transportation,1.19,13.47,Navigator Holdings Ltd.
NVIV,16.52,Medical,1.25,0.2249,InVivo Therapeutics Holdings Corp.
NVLNF,19.62,Medical,2.15,0.7058,Novelion Therapeutics Inc.
NVMI,27.92,Computer and Technology,1.07,37.83,Nova Measuring Instruments Ltd.
NVO,2368,Medical,0.6,57.88,Novo Nordisk A/S
NVR,3.68,Construction,0.58,3808.4099,"NVR, Inc."
NVRO,31.01,Medical,0.38,117.54,Nevro Corp.
NVS,2291.8,Medical,0.6,94.69,Novartis AG
NVST,158.65,Medical,,29.64,Envista Holdings Corporation
NVT,169.15,Computer and Technology,1.7,25.58,nVent Electric PLC
NVTA,96.52,Medical,2.46,16.13,Invitae Corporation
NVTRQ,17.89,Medical,0.1,0.095,Nuvectra Corporation
NVUS,12.97,Medical,2.86,0.58,"Tokai Pharmaceuticals, Inc."
NVZMY,297,Basic Materials,0.76,48.81,Novozymes A/S
NWBI,106.67,Finance,0.66,16.63,"Northwest Bancshares, Inc."
NWBO,605.98,Medical,1.51,0.2149,"Northwest Biotherapeutics, Inc."
NWCI,40.81,Medical,5.99,0.0028,NewCardio Inc.
NWE,50.45,Utilities,0.16,71.67,NorthWestern Corporation
NWFL,6.3,Finance,0.43,38.9,Norwood Financial Corp.
NWHM,20.1,Construction,1.68,4.66,New Home Company Inc. (The)
NWIN,3.45,Finance,0.33,45.9,NORTHWEST IN BC
NWL,423.4,Consumer Staples,1.04,19.22,Newell Brands Inc.
NWLI,3.64,Finance,0.9,290.88,"National Western Life Group, Inc."
NWN,30.44,Utilities,0.26,73.73,Northwest Natural Gas Company
NWPHF,17.84,Medical,0.22,7.5,Newron Pharmaceuticals SpA
NWPX,9.75,Industrial Products,0.8,33.31,Northwest Pipe Company
NWS,588.19,Consumer Discretionary,1.44,14.51,News Corporation
NWSA,588.19,Consumer Discretionary,1.49,14.14,News Corporation
NWXJ,0,Computer and Technology,0,188,Newax Inc.
NX,33.02,Construction,1.18,17.08,Quanex Building Products Corporation
NXC,6.35,Finance,0.23,16.62,Nuveen California Select Tax-Free Income Portfolio
NXCLF,134.17,Finance,,,"Next Co., Ltd."
NXE,357,Basic Materials,0.73,1.28,NexGen Energy Ltd.
NXEN,53.98,Medical,-873.67,0.035,"NEXIEN BIOPHARMA, INC."
NXGN,65.43,Medical,1.04,16.07,"NEXTGEN HEALTHCARE, INC"
NXGPY,281.25,Retail-Wholesale,0.7,47.57,Next PLC
NXN,3.92,Finance,-0.05,14.1538,Nuveen New York Select Tax-Free Income Portfolio
NXNN,2.04,Medical,2.31,1.66,"Nexeon MedSystems, Inc."
NXP,16.57,Finance,0.07,16.42,Nuveen Select Tax Free Income Portfolio
NXPGF,511.56,Transportation,0.26,5.1,NTL EXPRESS GRP
NXPI,279.53,Computer and Technology,1.24,127.26,NXP Semiconductors N.V.
NXQ,17.71,Finance,0.02,15.25,Nuveen Select Tax Free Income Portfolio II
NXR,13.05,Finance,-0.02,16.3,Nuveen Select Tax Free Income Portfolio III
NXRT,25.03,Finance,0.34,45,"NexPoint Residential Trust, Inc."
NXST,46.14,Consumer Discretionary,1.45,117.25,"Nexstar Media Group, Inc"
NXTC,22.75,Medical,,56.33,"NextCure, Inc."
NXTD,29.87,Computer and Technology,-1.03,0.4501,NXT-ID Inc.
NYCB,467.35,Finance,0.99,12.02,"New York Community Bancorp, Inc."
NYMT,287.62,Finance,0.74,6.23,"New York Mortgage Trust, Inc."
NYMX,69.97,Medical,1.91,2.2,Nymox Pharmaceutical Corporation
NYT,166.04,Consumer Staples,1.16,32.17,The New York Times Company
O,325.92,Finance,0,73.63,Realty Income Corporation
OART,0.89,Consumer Discretionary,0.14,9.8,The Ohio Art Co.
OAS,321.31,Oils-Energy,2.34,3.26,Oasis Petroleum Inc.
OASMY,74.97,Medical,0.96,1.1,Oasmia Pharmaceutical AB
OBAS,5.22,Finance,0.34,11.6,Optibase Ltd.
OBCI,9.44,Consumer Staples,0.95,3.31,"Ocean Bio-Chem, Inc."
OBE,73.01,Oils-Energy,3.25,0.72,Obsidian Energy
OBIIF,99.6,Computer and Technology,0.97,132,OBIC CO LTD
OBLN,7.69,Medical,-4.67,1.9,OBALON THERPTCS
OBNK,23.48,Finance,0.51,37.84,"Origin Bancorp, Inc."
OBSV,45.48,Medical,0.51,3.82,ObsEva SA
OBYCF,717.82,Construction,0.4,11.32,Obayashi Corporation
OC,108.79,Construction,1.23,65.12,Owens Corning Inc
OCC,7.46,Computer and Technology,0.74,3.25,Optical Cable Corporation
OCCI,2.51,Finance,0.84,15.21,"OFS Credit Company, Inc."
OCDDY,353.58,Retail-Wholesale,3.21,34.4975,OCADO GROUP PLC
OCFC,50.36,Finance,0.8,25.54,OceanFirst Financial Corp.
OCFT,365.77,Business Services,,10.03,ONECONNECT FINL
OCGN,16,Medical,2.71,0.52,Histogenics Corporation
OCLN,4.49,Industrial Products,-1.01,0.14,OriginOil Inc.
OCN,134.77,Finance,1.77,1.37,Ocwen Financial Corporation
OCPNY,1365.73,Medical,0.66,15.702,Olympus Corp.
OCSI,29.47,Finance,0.54,8.19,Oaktree Strategic Income Corp.
OCSL,140.96,Finance,0.51,5.46,Oaktree Specialty Lending Corp.
OCUL,48.08,Medical,2.23,3.95,"Ocular Therapeutix, Inc."
OCX,51.97,Medical,4.76,2.25,OncoCyte Corporation
ODC,7.61,Basic Materials,1.11,36.25,Oil-Dri Corporation Of America
ODFL,79.82,Transportation,1.49,189.78,"Old Dominion Freight Line, Inc."
ODP,546.48,Retail-Wholesale,2.6,2.74,"Office Depot, Inc."
ODT,32.08,Medical,1.78,32.45,"Odonate Therapeutics, Inc."
OEC,59.52,Basic Materials,1.33,19.3,Orion Engineered Carbons S.A
OERLF,339.76,Business Services,0.66,10.28,OC OERLIKON CP
OESX,30.23,Construction,2.21,3.35,"Orion Energy Systems, Inc."
OFC,112.06,Finance,0.83,29.38,Corporate Office Properties Trust
OFED,5.72,Finance,0.2,26.01,Oconee Federal Financial Corp.
OFG,51.35,Finance,1.63,23.61,OFG Bancorp
OFIX,19.06,Medical,0.43,46.18,ORTHOFIX MEDICAL INC.
OFLX,10.09,Industrial Products,0.83,107.29,"Omega Flex, Inc."
OFS,13.37,Finance,0.6,11.17,OFS Capital Corporation
OGE,200.18,Utilities,0.48,44.47,OGE Energy Corporation
OGEN,46.13,Medical,1.71,0.523,"Oragenics, Inc."
OGI,156.18,Medical,,2.45,Organigram Holdings Inc.
OGS,52.74,Utilities,0.26,93.57,"ONE Gas, Inc."
OGZPY,11850,Oils-Energy,0.74,8.22,Gazprom OAO
OHI,218.5,Finance,0.31,42.35,"Omega Healthcare Investors, Inc."
OI,155.63,Industrial Products,1.62,11.93,"Owens-Illinois, Inc."
OIA,47.53,Finance,0.2,7.89,Invesco Municipal Income Opportunities Trust
OIBRC,5796.45,Utilities,1.54,0.9316,Oi S.A.
OIBRQ,155.92,Utilities,1.83,0.2588,Oi SA
OIH,61.16,Finance,1.76,13.25,VanEck Vectors Oil Services ETF
OII,98.93,Oils-Energy,2.19,14.91,"Oceaneering International, Inc."
OIIM,26.35,Computer and Technology,0.74,1.75,O2Micro International Limited
OIS,60.5,Oils-Energy,2.36,16.31,"Oil States International, Inc."
OKE,413.08,Utilities,1.15,75.67,"ONEOK, Inc."
OKTA,121.2,Computer and Technology,1,115.37,"Okta, Inc."
OLCLY,1643.91,Consumer Discretionary,-0.14,26.81,ORIENTAL LAND
OLED,47.11,Computer and Technology,1.51,206.07,Universal Display Corporation
OLLI,63.66,Consumer Staples,0.86,65.31,"Ollie's Bargain Outlet Holdings, Inc."
OLN,159.67,Basic Materials,1.53,17.25,Olin Corporation
OLNCF,11.33,Industrial Products,0.15,0.738,Omni-Lite Industries Canada Inc.
OLP,19.92,Finance,0.7,27.19,"One Liberty Properties, Inc."
OLVI,122.19,Computer and Technology,2.25,0.127,Heritage Media Corp.
OMAB,49.18,Transportation,0.82,59.94,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.
OMC,217.73,Business Services,0.7,81.02,Omnicom Group Inc.
OMCL,41.94,Medical,1.12,81.72,"Omnicell, Inc."
OMER,49.75,Medical,2.64,14.09,Omeros Corporation
OMEX,9.23,Transportation,2.69,3.19,"Odyssey Marine Exploration, Inc."
OMF,136.1,Finance,2.32,42.15,"OneMain Holdings, Inc."
OMI,62.85,Medical,1.38,5.17,"Owens & Minor, Inc."
OMN,44.85,Basic Materials,2.06,10.11,OMNOVA Solutions Inc.
OMP,33.79,Oils-Energy,1.59,16.59,Oasis Midstream Partners LP
OMRNY,205.36,Computer and Technology,1.54,58.01,Omron Corp.
OMTK,20.84,Industrial Products,2.37,0.05,Omnitek Engineering Corp.
OMVJF,326.5,Oils-Energy,0.09,56.0377,OMV AG
ON,410.72,Computer and Technology,2.23,24.38,ON Semiconductor Corporation
ONB,170.03,Finance,0.99,18.29,Old National Bancorp
ONCS,10.71,Medical,2.17,1.81,OncoSec Medical Incorporated
ONCT,15.39,Medical,2.04,3.95,"GTx, Inc."
ONCY,25.01,Medical,2.95,4.76,Oncolytics Biotech Inc.
ONDK,71.85,Finance,1.88,4.14,"On Deck Capital, Inc."
ONE,162.9,Consumer Discretionary,0.3,6.67,OneSmart International Education Group Limited
ONEXF,100.13,Finance,0.74,63.0656,ONEX Corporation
ONPH,138.4,Computer and Technology,-2.62,0.019,SourcingLink.net Inc.
ONSE,18.75,Industrial Products,-0.45,0.034,Onsite Energy Corp.
ONTO,50.06,Computer and Technology,1.67,36.54,Nanometrics Incorporated
ONTX,6,Medical,2.46,0.383,"Onconova Therapeutics, Inc."
ONVC,8.65,Retail-Wholesale,-0.43,3.4,Online Vacation Center Holdings Corp.
ONVO,130.43,Medical,2.19,0.3557,"Organovo Holdings, Inc."
OOMA,21.7,Computer and Technology,0.93,13.23,"Ooma, Inc."
OPB,34.28,Finance,1.34,25.87,Opus Bank
OPBK,15.7,Finance,0.78,10.37,OP Bancorp
OPGN,5.58,Medical,0.64,1.13,"OpGen, Inc."
OPHC,1.93,Finance,1.36,2.77,"OptimumBank Holdings, Inc."
OPHLF,514.12,Medical,0.84,18.38,Ono Pharmaceutical Co.
OPI,48.2,Finance,1.65,32.14,Office Properties Income Trust
OPK,665.6,Medical,2.21,1.47,"OPKO Health, Inc."
OPNT,4.09,Medical,0.23,14.4,"Opiant Pharmaceuticals, Inc."
OPOF,5.2,Finance,0.42,27.49,Old Point Financial Corporation
OPRA,109.72,Computer and Technology,1.77,9.25,Opera Limited Sponsored ADR
OPRT,27,Finance,,23.8,Oportun Financial Corporation
OPRX,14.17,Computer and Technology,0.39,10.27,OptimizeRx Corp.
OPTN,41.58,Medical,0.74,9.22,"OptiNose, Inc."
OPTT,7.56,Oils-Energy,2.8,0.87,"Ocean Power Technologies, Inc."
OPVS,205.07,Oils-Energy,0.46,0.061,Nanoflex Power Corporation
OPXS,8.44,Aerospace,1.32,1.97,Optex Systems Holdings Inc.
OPY,12.8,Finance,1.06,27.48,"Oppenheimer Holdings, Inc."
OR,157.47,Basic Materials,-0.08,9.71,Osisko Gold Royalties Ltd
ORA,50.99,Oils-Energy,1.02,74.52,"Ormat Technologies, Inc."
ORAN,2660.06,Computer and Technology,0.33,14.59,Orange
ORBC,78.29,Computer and Technology,1.02,4.21,ORBCOMM Inc.
ORBT,3.61,Computer and Technology,0.1,6,Orbit International Corp.
ORC,63.06,Finance,0.48,5.85,"Orchid Island Capital, Inc."
ORCC,389.16,Finance,,17.89,Owl Rock Capital Corporation
ORCL,3207.65,Computer and Technology,1.13,52.98,Oracle Corporation
ORGO,94.74,Medical,,4.81,Organogenesis Holdings Inc.
ORGS,16.16,Medical,0.81,4.66,Orgenesis Inc.
ORI,303.57,Finance,0.73,22.37,Old Republic International Corporation
ORINY,281.48,Medical,0.58,20.78,Orion OYJ Unsponsored ADR
ORKLY,999.52,Conglomerates,0.27,10.087,Orkla Asa
ORLY,75.66,Retail-Wholesale,0.69,438.26,"O'Reilly Automotive, Inc."
ORMP,17.4,Medical,1.42,5.15,Oramed Pharmaceuticals Inc.
ORN,29.55,Construction,1.13,5.19,"Orion Group Holdings, Inc."
OROCF,261.4,Basic Materials,1.4,1.8301,Orocobre Ltd.
OROVY,125.16,Transportation,0.45,33.84,Orient Overseas International Ltd.
OROXF,160.28,Basic Materials,1.78,0.04,Orosur Mining Inc.
ORRF,11.19,Finance,0.59,22.62,Orrstown Financial Services Inc
ORSX,2.79,Computer and Technology,-8.26,0.01,Orsus Xelent Technologies Inc.
ORTX,96.19,Medical,-1.07,13.75,Orchard Therapeutics PLC Sponsored ADR
OSAGF,104.69,Computer and Technology,0.81,48.76,Osram Licht AG
OSAT,0.12,Computer and Technology,3.73,2.95,Orbital Tracking Corp
OSB,81.7,Construction,1.95,26.73,Norbord Inc.
OSBC,29.9,Finance,1.07,13.47,"Old Second Bancorp, Inc."
OSG,85.68,Transportation,1.13,2.3,"Overseas Shipholding Group, Inc."
OSIS,18.36,Computer and Technology,0.81,100.74,"OSI Systems, Inc."
OSK,68.06,Auto-Tires-Trucks,2.01,94.65,Oshkosh Corporation
OSMT,51.52,Medical,,6.99,OSMOTICA PHARM
OSN,6.6,Construction,1.41,3.0805,"Ossen Innovation Co., Ltd."
OSPN,40.2,Computer and Technology,2.11,17.12,ONESPAN INC
OSS,16.1,Computer and Technology,2.11,2.02,"One Stop Systems, Inc."
OSTK,35.25,Retail-Wholesale,2.2,7.05,"Overstock.com, Inc."
OSUR,61.73,Medical,1.21,8.03,"OraSure Technologies, Inc."
OSVBF,244.32,Finance,0.47,5.6,OneSavings Bank PLC
OSW,61.12,Consumer Discretionary,0.62,16.84,Haymaker Acquisition Corp.
OTCM,11.65,Finance,0.4,35,OTC Markets Group Inc.
OTEL,3.41,Computer and Technology,0.72,10.01,Otelco Inc.
OTEX,270.56,Computer and Technology,0.57,44.07,Open Text Corporation
OTIC,30.75,Medical,2.73,3.83,"Otonomy, Inc."
OTIVF,41.32,Computer and Technology,1,0.2,On Track Innovations Ltd
OTLK,28.23,Medical,-0.89,0.59,"Oncobiologics, Inc."
OTTR,39.76,Utilities,0.3,51.29,Otter Tail Corporation
OTTW,3.22,Finance,0.44,13.83,OTTAWA BANCORP
OUT,143.52,Finance,1.04,26.82,OUTFRONT Media Inc.
OUTKY,822.77,Basic Materials,0.85,1.5369,OUTOKUMPO OY
OVBC,4.78,Finance,0.35,39.62,Ohio Valley Banc Corp.
OVCHY,2130,Finance,0.7,16.2,Oversea-Chinese Banking Corporation Limited
OVID,47.82,Medical,2.83,4.15,OVID THERAPEUTC
OVLY,8.21,Finance,0.51,19.46,Oak Valley Bancorp (CA)
OXBDF,65.68,Medical,0.8,8.85,OXFORD BIOMEDCL
OXBR,5.73,Finance,1.88,0.745,Oxbridge Re Holdings Limited
OXFD,26.45,Medical,0.48,16.6,Oxford Immunotec Global PLC
OXINF,57.38,Computer and Technology,0.78,18.39,Oxford Instruments PLC
OXLC,51.08,Finance,0.81,8.16,Oxford Lane Capital Corp.
OXM,17.04,Consumer Discretionary,0.45,75.42,"Oxford Industries, Inc."
OXSQ,47.79,Finance,0.44,5.44,Oxford Square Capital Corp.
OXY,893.32,Oils-Energy,0.88,41.21,Occidental Petroleum Corporation
OYST,21.36,Medical,,24.44,OYSTER PT PHARM
OZK,128.95,Finance,1.89,30.505,Bank OZK
PAA,728.03,Oils-Energy,1.02,18.39,"Plains All American Pipeline, L.P."
PAAS,209.61,Basic Materials,0.11,23.69,Pan American Silver Corp.
PAC,56.1,Transportation,0.49,118.61,"Grupo Aeroportuario Del Pacifico, S.A. de C.V."
PACB,152.96,Medical,1.7,5.14,"Pacific Biosciences of California, Inc."
PACD,75,Oils-Energy,2.28,4.08,Pacific Drilling S.A.
PACK,53.87,Basic Materials,0.13,8.15,One Madison Corporation
PACV,477.23,Finance,-0.25,0.0033,Pacific Ventures Group Inc.
PACW,118.21,Finance,1.47,38.27,PacWest Bancorp
PAG,81.07,Retail-Wholesale,1.28,50.22,"Penske Automotive Group, Inc."
PAGP,182.01,Oils-Energy,1.18,18.95,"Plains Group Holdings, L.P."
PAGS,327.79,Business Services,0.37,34.16,PagSeguro Digital Ltd.
PAHC,40.45,Medical,0.83,24.83,Phibro Animal Health Corporation
PAI,9.49,Finance,0.35,15.52,Western Asset Investment Grade Income Fund Inc.
PALAF,1712.84,Basic Materials,-1.94,0.07,Paladin Energy Ltd.
PALL,1.7,Finance,0.84,183.26,Aberdeen Standard Physical Palladium Shares ETF
PAM,67.29,Utilities,0.95,16.43,Pampa Energia S.A.
